ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	List1	List1.Cycle	List1.Sample	List3	List3.Cycle	List3.Sample	Procedure[Block]	Running[Block]	Trial	CardIMG1[Trial]	CardIMG2[Trial]	CardIMG3[Trial]	CardIMG4[Trial]	CardStim[Trial]	Category	CorrectAnswer[Trial]	FeedbackDisplay2.ACC	FeedbackDisplay2.CRESP	FeedbackDisplay2.DurationError	FeedbackDisplay2.OnsetDelay	FeedbackDisplay2.OnsetTime	FeedbackDisplay2.OnsetToOnsetTime	FeedbackDisplay2.RESP	FeedbackDisplay2.RT	FeedbackDisplay2.RTTime	List2	List2.Cycle	List2.Sample	List4	List4.Cycle	List4.Sample	PracticeList	PracticeList.Cycle	PracticeList.Sample	Procedure[Trial]	Running[Trial]	Slide5.ACC	Slide5.CRESP	Slide5.DurationError	Slide5.OnsetDelay	Slide5.OnsetTime	Slide5.OnsetToOnsetTime	Slide5.RESP	Slide5.RT	SubTrial	CardIMG1[SubTrial]	CardIMG2[SubTrial]	CardIMG3[SubTrial]	CardIMG4[SubTrial]	CardStim[SubTrial]	ColorList	ColorList.Cycle	ColorList.Sample	ColorList2	ColorList2.Cycle	ColorList2.Sample	CorrectAnswer[SubTrial]	NonPerseverativeError	NumberList	NumberList.Cycle	NumberList.Sample	NumberList1	NumberList1.Cycle	NumberList1.Sample	PerseverativeError	Procedure[SubTrial]	Running[SubTrial]	ShapeList	ShapeList.Cycle	ShapeList.Sample	ShapeList1	ShapeList1.Cycle	ShapeList1.Sample	Stimulus.ACC	Stimulus.CRESP	Stimulus.DurationError	Stimulus.OnsetDelay	Stimulus.OnsetTime	Stimulus.OnsetToOnsetTime	Stimulus.RESP	Stimulus.RT	TrialType
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	1	1	1	1				Practicebloc	List1	1	Button1.png	Button2.png	Button3.png	Button4.png	Greencircle3.png	顏色	z	0		0	20	66152	0		0	0							1	1	1	PracticeTrialProc	PracticeList	1	z	0	1	64401	0	z	1729																																						
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	1	1	1	1				Practicebloc	List1	2	Button1.png	Button2.png	Button3.png	Button4.png	Redstar2.png	顏色	c	0		0	25	70189	0		0	0							2	1	2	PracticeTrialProc	PracticeList	1	c	0	0	68704	0	c	1457																																						
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	1	1	1	1				Practicebloc	List1	3	Button1.png	Button2.png	Button3.png	Button4.png	Bluetriangle1.png	形狀	x	0		0	26	73725	0		0	0							3	1	3	PracticeTrialProc	PracticeList	0	x	0	1	72741	0	v	956																																						
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	1	1	1	1				Practicebloc	List1	4	Button1.png	Button2.png	Button3.png	Button4.png	greenstar2.png	形狀	v	0		0	26	77277	0		0	0							4	1	4	PracticeTrialProc	PracticeList	1	v	1	0	76276	0	v	973																																						
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	1	1	1	1				Practicebloc	List1	5	Button1.png	Button2.png	Button3.png	Button4.png	BlueCross4.png	數目	x	0		0	26	80863	0		0	0							5	1	5	PracticeTrialProc	PracticeList	0	x	0	1	79829	0	c	1004																																						
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	1	1	1	1				Practicebloc	List1	6	Button1.png	Button2.png	Button3.png	Button4.png	yellowcircle2.png	數目	z	0		0	15	84816	0		0	0							6	1	6	PracticeTrialProc	PracticeList	1	z	0	1	83415	0	z	1385																																						
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	2				1	1	1	BlockProc	List3	1																	3	1	1							ShapeProc	List2									1	Button1.png	Button2.png	Button3.png	Button4.png	Bluecircle2.png							z	0							0	TrialProc	ShapeList	1	1	1				1	z	1	0	280439	0	z	1548	Shape
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	2				1	1	1	BlockProc	List3	1																	3	1	1							ShapeProc	List2									2	Button1.png	Button2.png	Button3.png	Button4.png	Redtriangle1.png							x	1							0	TrialProc	ShapeList	7	1	2				0	x	0	1	284526	0	v	741	Shape
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	2				1	1	1	BlockProc	List3	1																	3	1	1							ShapeProc	List2									3	Button1.png	Button2.png	Button3.png	Button4.png	Bluecross4.png							c	0							0	TrialProc	ShapeList	2	1	3				1	c	0	0	287811	0	c	896	Shape
Wisconsin	1170	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929882</Frequency><Timestamp dt:dt="r8">5666755557</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-23T07:27:09Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1170-3	59.957	1.0.0.551	1	1372352226	Professional	2.0.10.356	2.0.10.356	12-23-2022	12/23/2022 7:27:09 AM	15:27:09	2.0.10.252	2				1	1	1	BlockProc	List3	1																	3	1	1							ShapeProc	List2									4	Button1.png	Button2.png	Button3.png	Button4.png	Redcross1.png							c	0							0	TrialProc	ShapeList	5	1	4				1	c	0	1	291247	0	c	788	Shape
