ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	StudioVersion	Block	List1	List1.Cycle	List1.Sample	List3	List3.Cycle	List3.Sample	Procedure[Block]	Running[Block]	Trial	CardIMG1[Trial]	CardIMG2[Trial]	CardIMG3[Trial]	CardIMG4[Trial]	CardStim[Trial]	Category	CorrectAnswer[Trial]	FeedbackDisplay2.ACC	FeedbackDisplay2.CRESP	FeedbackDisplay2.DurationError	FeedbackDisplay2.OnsetDelay	FeedbackDisplay2.OnsetTime	FeedbackDisplay2.OnsetToOnsetTime	FeedbackDisplay2.RESP	FeedbackDisplay2.RT	FeedbackDisplay2.RTTime	List2	List2.Cycle	List2.Sample	List4	List4.Cycle	List4.Sample	PracticeList	PracticeList.Cycle	PracticeList.Sample	Procedure[Trial]	Running[Trial]	Slide5.ACC	Slide5.CRESP	Slide5.DurationError	Slide5.OnsetDelay	Slide5.OnsetTime	Slide5.OnsetToOnsetTime	Slide5.RESP	Slide5.RT	SubTrial	CardIMG1[SubTrial]	CardIMG2[SubTrial]	CardIMG3[SubTrial]	CardIMG4[SubTrial]	CardStim[SubTrial]	ColorList	ColorList.Cycle	ColorList.Sample	ColorList2	ColorList2.Cycle	ColorList2.Sample	CorrectAnswer[SubTrial]	NonPerseverativeError	NumberList	NumberList.Cycle	NumberList.Sample	NumberList1	NumberList1.Cycle	NumberList1.Sample	PerseverativeError	Procedure[SubTrial]	Running[SubTrial]	ShapeList	ShapeList.Cycle	ShapeList.Sample	ShapeList1	ShapeList1.Cycle	ShapeList1.Sample	Stimulus.ACC	Stimulus.CRESP	Stimulus.DurationError	Stimulus.OnsetDelay	Stimulus.OnsetTime	Stimulus.OnsetToOnsetTime	Stimulus.RESP	Stimulus.RT	TrialType
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	1	1	1	1				Practicebloc	List1	1	Button1.png	Button2.png	Button3.png	Button4.png	Greencircle3.png	顏色	z	0		0	28	58356	0		0	0							1	1	1	PracticeTrialProc	PracticeList	1	z	0	1	57055	0	z	1269																																						
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	1	1	1	1				Practicebloc	List1	2	Button1.png	Button2.png	Button3.png	Button4.png	Redstar2.png	顏色	c	0		0	16	61942	0		0	0							2	1	2	PracticeTrialProc	PracticeList	1	c	0	1	60908	0	c	1016																																						
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	1	1	1	1				Practicebloc	List1	3	Button1.png	Button2.png	Button3.png	Button4.png	Bluetriangle1.png	形狀	x	0		0	21	66028	0		0	0							3	1	3	PracticeTrialProc	PracticeList	1	x	0	1	64494	0	x	1510																																						
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	1	1	1	1				Practicebloc	List1	4	Button1.png	Button2.png	Button3.png	Button4.png	greenstar2.png	形狀	v	0		0	26	69681	0		0	0							4	1	4	PracticeTrialProc	PracticeList	1	v	0	1	68580	0	v	1072																																						
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	1	1	1	1				Practicebloc	List1	5	Button1.png	Button2.png	Button3.png	Button4.png	BlueCross4.png	數目	x	0		0	26	73150	0		0	0							5	1	5	PracticeTrialProc	PracticeList	0	x	0	1	72233	0	c	891																																						
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	1	1	1	1				Practicebloc	List1	6	Button1.png	Button2.png	Button3.png	Button4.png	yellowcircle2.png	數目	z	0		0	26	76703	0		0	0							6	1	6	PracticeTrialProc	PracticeList	1	z	0	0	75702	0	z	974																																						
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	2				2	1	1	BlockProc2	List3	1																				1	1	1				ColorProc2	List4									1	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	yellowcircle2.png				9	1	1	x	1							0	TrialProc	ColorList2							0	x	0	1	133980	0	z	1127	color
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	2				2	1	1	BlockProc2	List3	1																				1	1	1				ColorProc2	List4									2	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	redstar4.png				8	1	2	c	0							0	TrialProc	ColorList2							1	c	0	1	137650	0	c	769	color
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	2				2	1	1	BlockProc2	List3	1																				1	1	1				ColorProc2	List4									3	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	greentriangle2.png				6	1	3	z	0							0	TrialProc	ColorList2							1	z	0	1	140952	0	z	811	color
Wisconsin	1173	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">2929746</Frequency><Timestamp dt:dt="r8">13274554612</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-13T07:56:30Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1173-3	59.954	1.0.0.556	1	390228266	Professional	2.0.10.356	2.0.10.356	01-13-2023	1/13/2023 7:56:31 AM	15:56:31	2.0.10.252	2				2	1	1	BlockProc2	List3	1																				1	1	1				ColorProc2	List4									4	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	Greencircle1.png				3	1	4	z	0							0	TrialProc	ColorList2							1	z	0	1	144305	0	z	690	color
