ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	Slide1.DEVICE	Slide2.DEVICE	Slide3.DEVICE	StudioVersion	Welcome.DEVICE	Block	GetReady.DEVICE	List1	List1.Cycle	List1.Sample	List2	List2.Cycle	List2.Sample	PracticeReady.DEVICE	Procedure[Block]	Running[Block]	Trial	CardIMG1[Trial]	CardIMG2[Trial]	CardIMG3[Trial]	CardIMG4[Trial]	CardStim[Trial]	Category	CorrectAnswer[Trial]	List3	List3.Cycle	List3.Sample	List4	List4.Cycle	List4.Sample	PracticeList	PracticeList.Cycle	PracticeList.Sample	Procedure[Trial]	Running[Trial]	Slide4.ACC	Slide4.CRESP	Slide4.DEVICE	Slide4.DurationError	Slide4.OnsetDelay	Slide4.OnsetTime	Slide4.OnsetToOnsetTime	Slide4.RESP	Slide4.RT	Slide4.RTTime	SubTrial	CardIMG1[SubTrial]	CardIMG2[SubTrial]	CardIMG3[SubTrial]	CardIMG4[SubTrial]	CardStim[SubTrial]	ColorList	ColorList.Cycle	ColorList.Sample	ColorList2	ColorList2.Cycle	ColorList2.Sample	CorrectAnswer[SubTrial]	NonPerseverativeError	NumberList	NumberList.Cycle	NumberList.Sample	NumberList2	NumberList2.Cycle	NumberList2.Sample	PerseverativeError	Procedure[SubTrial]	Running[SubTrial]	ShapeList	ShapeList.Cycle	ShapeList.Sample	ShapeList2	ShapeList2.Cycle	ShapeList2.Sample	Slide5.ACC	Slide5.CRESP	Slide5.DEVICE	Slide5.DurationError	Slide5.OnsetDelay	Slide5.OnsetTime	Slide5.OnsetToOnsetTime	Slide5.RESP	Slide5.RT	Slide5.RTTime	TrialType
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	1	Button1.png	Button2.png	Button3.png	Button4.png	Greencircle3.png	顏色	{button1}							1	1	1	PracticeTrialProc	PracticeList	1	{button1}	Button	1	50	43277	0	{Button1}	3491	46768																																								
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	2	Button1.png	Button2.png	Button3.png	Button4.png	Redstar2.png	顏色	{button3}							2	1	2	PracticeTrialProc	PracticeList	1	{button3}	Button	1	33	49392	0	{Button3}	1576	50968																																								
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	3	Button1.png	Button2.png	Button3.png	Button4.png	Bluetriangle1.png	形狀	{button2}							3	1	3	PracticeTrialProc	PracticeList	1	{button2}	Button	10	33	53541	0	{Button2}	2323	55864																																								
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	4	Button1.png	Button2.png	Button3.png	Button4.png	greenstar2.png	形狀	{Button4}							4	1	4	PracticeTrialProc	PracticeList	1	{Button4}	Button	9	33	58440	0	{Button4}	1424	59864																																								
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	5	Button1.png	Button2.png	Button3.png	Button4.png	BlueCross4.png	圖案數目	{Button2}							5	1	5	PracticeTrialProc	PracticeList	1	{Button2}	Button	1	33	62439	0	{Button2}	1961	64400																																								
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	6	Button1.png	Button2.png	Button3.png	Button4.png	yellowcircle2.png	圖案數目	{Button1}							6	1	6	PracticeTrialProc	PracticeList	1	{Button1}	Button	1	33	66988	0	{Button1}	1468	68456																																								
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											3	1	1				NumberProc2	List4											1	Button1.png	Button2.png	Button3.png	Button4.png	Bluecross3.png							{button3}	0				1	1	1	0	TrialProc	NumberList2							1	{button3}	Button	2	33	80551	0	{Button3}	1801	82352	number
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											3	1	1				NumberProc2	List4											2	Button1.png	Button2.png	Button3.png	Button4.png	Bluestar4.png							{button2}	0				2	1	2	0	TrialProc	NumberList2							0	{button2}	Button	2	33	84933	0	{Button4}	1747	86680	number
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											3	1	1				NumberProc2	List4											3	Button1.png	Button2.png	Button3.png	Button4.png	Bluetriangle4.png							{button2}	0				3	1	3	0	TrialProc	NumberList2							0	{button2}	Button	10	33	89265	0	{Button4}	1263	90528	number
Wisconsin	1172	2	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1857015081704</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-12-19T09:36:38Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1172-2	60.014	1.0.0.252	1	1591797019	Full	3.0.3.80	3.0.3.80	12-19-2022	12/19/2022 9:36:38 AM	17:36:38	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											3	1	1				NumberProc2	List4											4	Button1.png	Button2.png	Button3.png	Button4.png	Greencross2.png							{button1}	0				4	1	4	0	TrialProc	NumberList2							1	{button1}	Button	4	50	93131	0	{Button1}	1005	94136	number
