ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	Slide1.DEVICE	Slide2.DEVICE	Slide3.DEVICE	StudioVersion	Welcome.DEVICE	Block	GetReady.DEVICE	List1	List1.Cycle	List1.Sample	List2	List2.Cycle	List2.Sample	PracticeReady.DEVICE	Procedure[Block]	Running[Block]	Trial	CardIMG1[Trial]	CardIMG2[Trial]	CardIMG3[Trial]	CardIMG4[Trial]	CardStim[Trial]	Category	CorrectAnswer[Trial]	List3	List3.Cycle	List3.Sample	List4	List4.Cycle	List4.Sample	PracticeList	PracticeList.Cycle	PracticeList.Sample	Procedure[Trial]	Running[Trial]	Slide4.ACC	Slide4.CRESP	Slide4.DEVICE	Slide4.DurationError	Slide4.OnsetDelay	Slide4.OnsetTime	Slide4.OnsetToOnsetTime	Slide4.RESP	Slide4.RT	Slide4.RTTime	SubTrial	CardIMG1[SubTrial]	CardIMG2[SubTrial]	CardIMG3[SubTrial]	CardIMG4[SubTrial]	CardStim[SubTrial]	ColorList	ColorList.Cycle	ColorList.Sample	ColorList2	ColorList2.Cycle	ColorList2.Sample	CorrectAnswer[SubTrial]	NonPerseverativeError	NumberList	NumberList.Cycle	NumberList.Sample	NumberList2	NumberList2.Cycle	NumberList2.Sample	PerseverativeError	Procedure[SubTrial]	Running[SubTrial]	ShapeList	ShapeList.Cycle	ShapeList.Sample	ShapeList2	ShapeList2.Cycle	ShapeList2.Sample	Slide5.ACC	Slide5.CRESP	Slide5.DEVICE	Slide5.DurationError	Slide5.OnsetDelay	Slide5.OnsetTime	Slide5.OnsetToOnsetTime	Slide5.RESP	Slide5.RT	Slide5.RTTime	TrialType
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	1	Button1.png	Button2.png	Button3.png	Button4.png	Greencircle3.png	顏色	{button1}							1	1	1	PracticeTrialProc	PracticeList	1	{button1}	Button	2	33	32588	0	{Button1}	2059	34647																																								
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	2	Button1.png	Button2.png	Button3.png	Button4.png	Redstar2.png	顏色	{button3}							2	1	2	PracticeTrialProc	PracticeList	1	{button3}	Button	1	33	37271	0	{Button3}	1199	38470																																								
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	3	Button1.png	Button2.png	Button3.png	Button4.png	Bluetriangle1.png	形狀	{button2}							3	1	3	PracticeTrialProc	PracticeList	0	{button2}	Button	1	33	41053	0	{Button4}	1034	42087																																								
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	4	Button1.png	Button2.png	Button3.png	Button4.png	greenstar2.png	形狀	{Button4}							4	1	4	PracticeTrialProc	PracticeList	1	{Button4}	Button	1	33	44669	0	{Button4}	1362	46031																																								
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	5	Button1.png	Button2.png	Button3.png	Button4.png	BlueCross4.png	圖案數目	{Button2}							5	1	5	PracticeTrialProc	PracticeList	1	{Button2}	Button	1	33	48618	0	{Button2}	1949	50567																																								
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	6	Button1.png	Button2.png	Button3.png	Button4.png	yellowcircle2.png	圖案數目	{Button1}							6	1	6	PracticeTrialProc	PracticeList	1	{Button1}	Button	2	33	53150	0	{Button1}	1289	54439																																								
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					1	1	1		BlockProc	List2	1								1	1	1							ColorProc	List3											1	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	greencircle3.png	4	1	1				{button1}	0							0	TrialProc	ColorList							1	{button1}	Button	3	67	61165	0	{Button1}	1914	63079	Color
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					1	1	1		BlockProc	List2	1								1	1	1							ColorProc	List3											2	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	redcircle3.png	8	1	2				{button3}	0							0	TrialProc	ColorList							0	{button3}	Button	3	49	65680	0	{Button1}	1351	67031	Color
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					1	1	1		BlockProc	List2	1								1	1	1							ColorProc	List3											3	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	greentriangle3.png	7	1	3				{button1}	0							0	TrialProc	ColorList							0	{button1}	Button	15	66	69646	0	{Button2}	1713	71359	Color
Wisconsin	1153	4	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">18189310108680</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2023-01-07T07:14:44Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1153-4	60.004	1.0.0.254	1	126294353	Full	3.0.3.80	3.0.3.80	01-07-2023	1/7/2023 7:14:45 AM	15:14:45	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					1	1	1		BlockProc	List2	1								1	1	1							ColorProc	List3											4	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	greentriangle1.png	6	1	4				{button1}	0							0	TrialProc	ColorList							1	{button1}	Button	9	33	73945	0	{Button1}	4475	78420	Color
