ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,RandomSeed,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,List1,List1.Cycle,List1.Sample,List3,List3.Cycle,List3.Sample,Procedure[Block],Running[Block],Trial,CardIMG1[Trial],CardIMG2[Trial],CardIMG3[Trial],CardIMG4[Trial],CardStim[Trial],Category,CorrectAnswer[Trial],FeedbackDisplay2.ACC,FeedbackDisplay2.CRESP,FeedbackDisplay2.DurationError,FeedbackDisplay2.OnsetDelay,FeedbackDisplay2.OnsetTime,FeedbackDisplay2.OnsetToOnsetTime,FeedbackDisplay2.RESP,FeedbackDisplay2.RT,FeedbackDisplay2.RTTime,List2,List2.Cycle,List2.Sample,List4,List4.Cycle,List4.Sample,PracticeList,PracticeList.Cycle,PracticeList.Sample,Procedure[Trial],Running[Trial],Slide5.ACC,Slide5.CRESP,Slide5.DurationError,Slide5.OnsetDelay,Slide5.OnsetTime,Slide5.OnsetToOnsetTime,Slide5.RESP,Slide5.RT,SubTrial,CardIMG1[SubTrial],CardIMG2[SubTrial],CardIMG3[SubTrial],CardIMG4[SubTrial],CardStim[SubTrial],ColorList,ColorList.Cycle,ColorList.Sample,ColorList2,ColorList2.Cycle,ColorList2.Sample,CorrectAnswer[SubTrial],NonPerseverativeError,NumberList,NumberList.Cycle,NumberList.Sample,NumberList1,NumberList1.Cycle,NumberList1.Sample,PerseverativeError,Procedure[SubTrial],Running[SubTrial],ShapeList,ShapeList.Cycle,ShapeList.Sample,ShapeList1,ShapeList1.Cycle,ShapeList1.Sample,Stimulus.ACC,Stimulus.CRESP,Stimulus.DurationError,Stimulus.OnsetDelay,Stimulus.OnsetTime,Stimulus.OnsetToOnsetTime,Stimulus.RESP,Stimulus.RT,TrialType
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,1,1.0,1.0,1.0,,,,Practicebloc,List1,1,Button1.png,Button2.png,Button3.png,Button4.png,Greencircle3.png,顏色,z,0.0,,0.0,16.0,60740.0,0.0,,0.0,0.0,,,,,,,1.0,1.0,1.0,PracticeTrialProc,PracticeList,1.0,z,0.0,1.0,59772.0,0.0,z,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,1,1.0,1.0,1.0,,,,Practicebloc,List1,2,Button1.png,Button2.png,Button3.png,Button4.png,Redstar2.png,顏色,c,0.0,,0.0,11.0,65726.0,0.0,,0.0,0.0,,,,,,,2.0,1.0,2.0,PracticeTrialProc,PracticeList,1.0,c,0.0,0.0,63291.0,0.0,c,2422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,1,1.0,1.0,1.0,,,,Practicebloc,List1,3,Button1.png,Button2.png,Button3.png,Button4.png,Bluetriangle1.png,形狀,x,0.0,,0.0,17.0,69846.0,0.0,,0.0,0.0,,,,,,,3.0,1.0,3.0,PracticeTrialProc,PracticeList,0.0,x,0.0,0.0,68278.0,0.0,v,1547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,1,1.0,1.0,1.0,,,,Practicebloc,List1,4,Button1.png,Button2.png,Button3.png,Button4.png,greenstar2.png,形狀,v,0.0,,0.0,26.0,75150.0,0.0,,0.0,0.0,,,,,,,4.0,1.0,4.0,PracticeTrialProc,PracticeList,1.0,v,0.0,1.0,72398.0,0.0,v,2723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,1,1.0,1.0,1.0,,,,Practicebloc,List1,5,Button1.png,Button2.png,Button3.png,Button4.png,BlueCross4.png,數目,x,0.0,,0.0,13.0,82305.0,0.0,,0.0,0.0,,,,,,,5.0,1.0,5.0,PracticeTrialProc,PracticeList,0.0,x,0.0,1.0,77702.0,0.0,v,4586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,1,1.0,1.0,1.0,,,,Practicebloc,List1,6,Button1.png,Button2.png,Button3.png,Button4.png,yellowcircle2.png,數目,z,0.0,,0.0,16.0,86692.0,0.0,,0.0,0.0,,,,,,,6.0,1.0,6.0,PracticeTrialProc,PracticeList,1.0,z,0.0,1.0,84857.0,0.0,z,1815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,2,,,,1.0,1.0,1.0,BlockProc,List3,1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,ColorProc,List2,,,,,,,,,1.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,greenstar2.png,5.0,1.0,1.0,,,,z,1.0,,,,,,,0.0,TrialProc,ColorList,,,,,,,0.0,z,0.0,0.0,140580.0,0.0,v,2057.0,color
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,2,,,,1.0,1.0,1.0,BlockProc,List3,1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,ColorProc,List2,,,,,,,,,2.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,greentriangle1.png,6.0,1.0,2.0,,,,z,1.0,,,,,,,0.0,TrialProc,ColorList,,,,,,,0.0,z,0.0,1.0,145184.0,0.0,x,2556.0,color
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,2,,,,1.0,1.0,1.0,BlockProc,List3,1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,ColorProc,List2,,,,,,,,,3.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,bluecross2.png,2.0,1.0,3.0,,,,v,1.0,,,,,,,0.0,TrialProc,ColorList,,,,,,,0.0,v,0.0,1.0,150271.0,0.0,c,3149.0,color
Wisconsin,1171,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2929873</Frequency><Timestamp dt:dt=""r8"">57343128828</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-11-12T07:15:46Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1171-1,59.957,1.0.0.531,1,1509108522,2.0.10.356,2.0.10.356,11-12-2022,11/12/2022 7:15:46 AM,15:15:46,2.0.10.252,2,,,,1.0,1.0,1.0,BlockProc,List3,1,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,ColorProc,List2,,,,,,,,,4.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,greencircle3.png,4.0,1.0,4.0,,,,z,0.0,,,,,,,0.0,TrialProc,ColorList,,,,,,,1.0,z,0.0,1.0,155958.0,0.0,z,790.0,color
