ExperimentName,Subject,Session,Clock.Information,DataFile.Basename,Display.RefreshRate,ExperimentVersion,Group,RandomSeed,RuntimeVersion,RuntimeVersionExpected,SessionDate,SessionStartDateTimeUtc,SessionTime,StudioVersion,Block,List1,List1.Cycle,List1.Sample,List3,List3.Cycle,List3.Sample,Procedure[Block],Running[Block],Trial,CardIMG1[Trial],CardIMG2[Trial],CardIMG3[Trial],CardIMG4[Trial],CardStim[Trial],Category,CorrectAnswer[Trial],FeedbackDisplay2.ACC,FeedbackDisplay2.CRESP,FeedbackDisplay2.DurationError,FeedbackDisplay2.OnsetDelay,FeedbackDisplay2.OnsetTime,FeedbackDisplay2.OnsetToOnsetTime,FeedbackDisplay2.RESP,FeedbackDisplay2.RT,FeedbackDisplay2.RTTime,List2,List2.Cycle,List2.Sample,List4,List4.Cycle,List4.Sample,PracticeList,PracticeList.Cycle,PracticeList.Sample,Procedure[Trial],Running[Trial],FeedbackDisplay2.ACC,FeedbackDisplay2.CRESP,FeedbackDisplay2.DurationError,FeedbackDisplay2.OnsetDelay,FeedbackDisplay2.OnsetTime,FeedbackDisplay2.OnsetToOnsetTime,FeedbackDisplay2.RESP,FeedbackDisplay2.RT,SubTrial,CardIMG1[SubTrial],CardIMG2[SubTrial],CardIMG3[SubTrial],CardIMG4[SubTrial],CardStim[SubTrial],ColorList,ColorList.Cycle,ColorList.Sample,ColorList2,ColorList2.Cycle,ColorList2.Sample,CorrectAnswer[SubTrial],NonPerseverativeError,NumberList,NumberList.Cycle,NumberList.Sample,NumberList1,NumberList1.Cycle,NumberList1.Sample,PerseverativeError,Procedure[SubTrial],Running[SubTrial],ShapeList,ShapeList.Cycle,ShapeList.Sample,ShapeList1,ShapeList1.Cycle,ShapeList1.Sample,Stimulus.ACC,Stimulus.CRESP,Stimulus.DurationError,Stimulus.OnsetDelay,Stimulus.OnsetTime,Stimulus.OnsetToOnsetTime,Stimulus.RESP,Stimulus.RT,TrialType
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,1,1.0,1.0,1.0,,,,Practiceploc,List1,1,Button1.png,Button2.png,Button3.png,Button4.png,Greencircle3.png,顏色,{button1},1.0,{button1},11.0,50.0,46410.0,0.0,{Button1},1624.0,48034.0,,,,,,,1.0,1.0,1.0,PracticeTrialProc,PracticeList,1.0,{button1},11.0,50.0,46410.0,0.0,{Button1},1624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,1,1.0,1.0,1.0,,,,Practiceploc,List1,2,Button1.png,Button2.png,Button3.png,Button4.png,Redstar2.png,顏色,{button3},0.0,{button3},1.0,50.0,50676.0,5015.0,,0.0,0.0,,,,,,,2.0,1.0,2.0,PracticeTrialProc,PracticeList,0.0,{button3},1.0,50.0,50676.0,5015.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,1,1.0,1.0,1.0,,,,Practiceploc,List1,3,Button1.png,Button2.png,Button3.png,Button4.png,Bluetriangle1.png,形狀,{button2},1.0,{button2},9.0,50.0,58257.0,0.0,{Button2},1529.0,59786.0,,,,,,,3.0,1.0,3.0,PracticeTrialProc,PracticeList,1.0,{button2},9.0,50.0,58257.0,0.0,{Button2},1529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,1,1.0,1.0,1.0,,,,Practiceploc,List1,4,Button1.png,Button2.png,Button3.png,Button4.png,greenstar2.png,形狀,{Button4},1.0,{Button4},10.0,34.0,62390.0,0.0,{Button4},2292.0,64682.0,,,,,,,4.0,1.0,4.0,PracticeTrialProc,PracticeList,1.0,{Button4},10.0,34.0,62390.0,0.0,{Button4},2292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,1,1.0,1.0,1.0,,,,Practiceploc,List1,5,Button1.png,Button2.png,Button3.png,Button4.png,BlueCross4.png,圖案數目,{Button2},1.0,{Button2},14.0,50.0,67272.0,0.0,{Button2},1082.0,68354.0,,,,,,,5.0,1.0,5.0,PracticeTrialProc,PracticeList,1.0,{Button2},14.0,50.0,67272.0,0.0,{Button2},1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,1,1.0,1.0,1.0,,,,Practiceploc,List1,6,Button1.png,Button2.png,Button3.png,Button4.png,yellowcircle2.png,圖案數目,{Button1},1.0,{Button1},10.0,33.0,70937.0,0.0,{Button1},1377.0,72314.0,,,,,,,6.0,1.0,6.0,PracticeTrialProc,PracticeList,1.0,{Button1},10.0,33.0,70937.0,0.0,{Button1},1377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,2,,,,,,,BlockProc2,List2,1,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,ColorProc2,List4,,,,,,,,,1.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,Greencircle1.png,,,,3.0,1.0,1.0,{Button1},0.0,,,,,,,0.0,TrialProc,ColorList2,,,,,,,1.0,{Button1},13.0,50.0,80735.0,0.0,{Button1},1739.0,color
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,2,,,,,,,BlockProc2,List2,1,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,ColorProc2,List4,,,,,,,,,2.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,yellowtriangle3.png,,,,10.0,1.0,2.0,{Button2},0.0,,,,,,,0.0,TrialProc,ColorList2,,,,,,,1.0,{Button2},9.0,33.0,85051.0,0.0,{Button2},1383.0,color
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,2,,,,,,,BlockProc2,List2,1,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,ColorProc2,List4,,,,,,,,,3.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,bluestar3.png,,,,2.0,1.0,3.0,{Button4},0.0,,,,,,,0.0,TrialProc,ColorList2,,,,,,,1.0,{Button4},9.0,33.0,89016.0,0.0,{Button4},1194.0,color
Wisconsin,1139,4,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">10000000</Frequency><Timestamp dt:dt=""r8"">2686620506179</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2022-12-10T08:40:53Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",Wisconsin-1139-4,60.013,1.0.0.248,1,-2026397074,3.0.3.80,3.0.3.80,12-10-2022,12/10/2022 8:40:53 AM,16:40:53,3.0.3.82,2,,,,,,,BlockProc2,List2,1,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,ColorProc2,List4,,,,,,,,,4.0,BUTTON1.png,BUTTON2.PNG,BUTTON3.png,BUTTON4.png,Redcircle2.png,,,,7.0,1.0,4.0,{Button3},0.0,,,,,,,0.0,TrialProc,ColorList2,,,,,,,0.0,{Button3},11.0,33.0,92782.0,0.0,{Button1},2668.0,color
